Œ^Ž®,ƒ}ƒNƒ”Ô†,³“š,o—Í
KFQAAB6-P8-L8-B6,#145,,<-- is not numeric
KFQAAB6-P8-L8-B6,#146,,<-- is not numeric
KFQAAB6-P8-L8-B6,#146,,5000
KFQAAB6-P8-L8-B6,#147,,<-- is not numeric
KFQAAB6-P8-L8-B6,#147,,0.08
KFQAAB6-P8-L8-B6,#148,,<-- is not numeric
KFQAAB6-P8-L8-B6,#149,,<-- is not numeric
KFQAAB6-P8-L8-B6,#150,,<-- is not numeric
KFQAAB6-P8-L8-B6,#151,,<-- is not numeric
KFQAAB6-P8-L8-B6,#152,,<-- is not numeric
KFQAAB6-P8-L8-B6,#153,,<-- is not numeric
KFQAAB6-P8-L8-B6,#154,,<-- is not numeric
KFQAAB6-P8-L8-B6,#155,,<-- is not numeric
KFQAAB6-P8-L8-B6,#156,,<-- is not numeric
KFQAAB6-P8-L8-B6,#157,,<-- is not numeric
KFQAAB6-P8-L8-B6,#158,,<-- is not numeric
KFQAAB6-P8-L8-B6,#159,,<-- is not numeric
KFQAAB6-P8-L8-B6,#160,,<-- is not numeric
KFQAAB6-P8-L8-B6,#160,,200
KFQAAB6-P8-L8-B6,#161,,<-- is not numeric
KFQAAB6-P8-L8-B6,#161,,6000
KFQAAB6-P8-L8-B6,#162,,<-- is not numeric
KFQAAB6-P8-L8-B6,#162,,0.1
KFQAAB6-P8-L8-B6,#163,,<-- is not numeric
KFQAAB6-P8-L8-B6,#164,,<-- is not numeric
KFQAAB6-P8-L8-B6,#164,,80
KFQAAB6-P8-L8-B6,#165,,<-- is not numeric
KFQAAB6-P8-L8-B6,#165,,3000
KFQAAB6-P8-L8-B6,#166,,<-- is not numeric
KFQAAB6-P8-L8-B6,#166,,0.1
KFQAAB6-P8-L8-B6,#167,,<-- is not numeric
KFQAAB6-P8-L8-B6,#168,,<-- is not numeric
KFQAAB6-P8-L8-B6,#169,,<-- is not numeric
KFQAAB6-P8-L8-B6,#170,,<-- is not numeric
KFQAAB6-P8-L8-B6,#171,,<-- is not numeric
KFQAAB6-P8-L8-B6,#172,,<-- is not numeric
KFQAAB6-P8-L8-B6,#172,,200
KFQAAB6-P8-L8-B6,#173,,<-- is not numeric
KFQAAB6-P8-L8-B6,#173,,4000
KFQAAB6-P8-L8-B6,#174,,<-- is not numeric
KFQAAB6-P8-L8-B6,#174,,0.12
KFQAAB6-P8-L8-B6,#175,,<-- is not numeric
KFQAAB6-P8-L8-B6,#176,,<-- is not numeric
KFQAAB6-P8-L8-B6,#177,,<-- is not numeric
KFQAAB6-P8-L8-B6,#178,,<-- is not numeric
KFQAAB6-P8-L8-B6,#179,,<-- is not numeric
KFQAAB6-P8-L8-B6,#180,,<-- is not numeric
KFQAAB6-P8-L8-B6,#180,,120
KFQAAB6-P8-L8-B6,#181,,<-- is not numeric
KFQAAB6-P8-L8-B6,#181,,3000
KFQAAB6-P8-L8-B6,#182,,<-- is not numeric
KFQAAB6-P8-L8-B6,#182,,0.08
KFQAAB6-P8-L8-B6,#183,,<-- is not numeric
KFQAAB6-P8-L8-B6,#184,,<-- is not numeric
KFQAAB6-P8-L8-B6,#184,,120
KFQAAB6-P8-L8-B6,#185,,<-- is not numeric
KFQAAB6-P8-L8-B6,#185,,2500
KFQAAB6-P8-L8-B6,#186,,<-- is not numeric
KFQAAB6-P8-L8-B6,#186,,0.1
KFQAAB6-P8-L8-B6,#187,,<-- is not numeric
KFQAAB6-P8-L8-B6,#188,,<-- is not numeric
KFQAAB6-P8-L8-B6,#188,,4000
KFQAAB6-P8-L8-B6,#189,,<-- is not numeric
KFQAAB6-P8-L8-B6,#189,,0.05
KFQAAB6-P8-L8-B6,#190,,<-- is not numeric
KFQAAB6-P8-L8-B6,#191,,<-- is not numeric
KFQAAB6-P8-L8-B6,#191,,160
KFQAAB6-P8-L8-B6,#192,,<-- is not numeric
KFQAAB6-P8-L8-B6,#192,,4000
KFQAAB6-P8-L8-B6,#193,,<-- is not numeric
KFQAAB6-P8-L8-B6,#193,,0.08
KFQAAB6-P8-L8-B6,#194,,<-- is not numeric
KFQAAB6-P8-L8-B6,#194,,1
KFQAAB6-P8-L8-B6,#195,,<-- is not numeric
KFQAAB6-P8-L8-B6,#196,,<-- is not numeric
KFQAAB6-P8-L8-B6,#196,,160
KFQAAB6-P8-L8-B6,#197,,<-- is not numeric
KFQAAB6-P8-L8-B6,#197,,4000
KFQAAB6-P8-L8-B6,#198,,<-- is not numeric
KFQAAB6-P8-L8-B6,#198,,0.05
KFQAAB6-P8-L8-B6,#199,,<-- is not numeric
KFQAAB6-P8-L8-B6,#199,,0.1
KFQAAB6-P8-L8-B6,#500,,<-- is not numeric
KFQAAB6-P8-L8-B6,#501,,<-- is not numeric
KFQAAB6-P8-L8-B6,#501,,3253
KFQAAB6-P8-L8-B6,#502,,<-- is not numeric
KFQAAB6-P8-L8-B6,#502,,8
KFQAAB6-P8-L8-B6,#503,,<-- is not numeric
KFQAAB6-P8-L8-B6,#504,,<-- is not numeric
KFQAAB6-P8-L8-B6,#505,,<-- is not numeric
KFQAAB6-P8-L8-B6,#506,,<-- is not numeric
KFQAAB6-P8-L8-B6,#507,,<-- is not numeric
KFQAAB6-P8-L8-B6,#508,,<-- is not numeric
KFQAAB6-P8-L8-B6,#509,,<-- is not numeric
KFQAAB6-P8-L8-B6,#510,,<-- is not numeric
KFQAAB6-P8-L8-B6,#511,,<-- is not numeric
KFQAAB6-P8-L8-B6,#512,,<-- is not numeric
KFQAAB6-P8-L8-B6,#513,,<-- is not numeric
KFQAAB6-P8-L8-B6,#513,,3253
KFQAAB6-P8-L8-B6,#514,,<-- is not numeric
KFQAAB6-P8-L8-B6,#515,,<-- is not numeric
KFQAHH8-P8-L8-B6,#100,,<-- is not numeric
KFQAHH8-P8-L8-B6,#100,,9
KFQAHH8-P8-L8-B6,#101,,<-- is not numeric
KFQAHH8-P8-L8-B6,#101,,1
KFQAHH8-P8-L8-B6,#102,,<-- is not numeric
KFQAHH8-P8-L8-B6,#102,,8
KFQAHH8-P8-L8-B6,#103,,<-- is not numeric
KFQAHH8-P8-L8-B6,#103,,8
KFQAHH8-P8-L8-B6,#104,,<-- is not numeric
KFQAHH8-P8-L8-B6,#104,,14
KFQAHH8-P8-L8-B6,#105,,<-- is not numeric
KFQAHH8-P8-L8-B6,#106,,<-- is not numeric
KFQAHH8-P8-L8-B6,#106,,1.5
KFQAHH8-P8-L8-B6,#107,,<-- is not numeric
KFQAHH8-P8-L8-B6,#108,,<-- is not numeric
KFQAHH8-P8-L8-B6,#109,,<-- is not numeric
KFQAHH8-P8-L8-B6,#109,,15
KFQAHH8-P8-L8-B6,#110,,<-- is not numeric
KFQAHH8-P8-L8-B6,#110,,4
KFQAHH8-P8-L8-B6,#111,,<-- is not numeric
KFQAHH8-P8-L8-B6,#112,,<-- is not numeric
KFQAHH8-P8-L8-B6,#112,,18
KFQAHH8-P8-L8-B6,#113,,<-- is not numeric
KFQAHH8-P8-L8-B6,#113,,0.15
KFQAHH8-P8-L8-B6,#114,,<-- is not numeric
KFQAHH8-P8-L8-B6,#115,,<-- is not numeric
KFQAHH8-P8-L8-B6,#116,,<-- is not numeric
KFQAHH8-P8-L8-B6,#116,,1.7
KFQAHH8-P8-L8-B6,#117,,<-- is not numeric
KFQAHH8-P8-L8-B6,#118,,<-- is not numeric
KFQAHH8-P8-L8-B6,#119,,<-- is not numeric
KFQAHH8-P8-L8-B6,#120,,<-- is not numeric
KFQAHH8-P8-L8-B6,#121,,<-- is not numeric
KFQAHH8-P8-L8-B6,#121,,1.6
KFQAHH8-P8-L8-B6,#122,,<-- is not numeric
KFQAHH8-P8-L8-B6,#122,,8
KFQAHH8-P8-L8-B6,#123,,<-- is not numeric
KFQAHH8-P8-L8-B6,#123,,4
KFQAHH8-P8-L8-B6,#124,,<-- is not numeric
KFQAHH8-P8-L8-B6,#124,,4
KFQAHH8-P8-L8-B6,#125,,<-- is not numeric
KFQAHH8-P8-L8-B6,#126,,<-- is not numeric
KFQAHH8-P8-L8-B6,#127,,<-- is not numeric
KFQAHH8-P8-L8-B6,#128,,<-- is not numeric
KFQAHH8-P8-L8-B6,#128,,100
KFQAHH8-P8-L8-B6,#129,,<-- is not numeric
KFQAHH8-P8-L8-B6,#129,,200
KFQAHH8-P8-L8-B6,#130,,<-- is not numeric
KFQAHH8-P8-L8-B6,#130,,305
KFQAHH8-P8-L8-B6,#131,,<-- is not numeric
KFQAHH8-P8-L8-B6,#131,,1
KFQAHH8-P8-L8-B6,#132,,<-- is not numeric
KFQAHH8-P8-L8-B6,#132,,1
KFQAHH8-P8-L8-B6,#133,,<-- is not numeric
KFQAHH8-P8-L8-B6,#133,,604
KFQAHH8-P8-L8-B6,#134,,<-- is not numeric
KFQAHH8-P8-L8-B6,#134,,701
KFQAHH8-P8-L8-B6,#135,,<-- is not numeric
KFQAHH8-P8-L8-B6,#135,,800
KFQAHH8-P8-L8-B6,#136,,<-- is not numeric
KFQAHH8-P8-L8-B6,#136,,908
KFQAHH8-P8-L8-B6,#137,,<-- is not numeric
KFQAHH8-P8-L8-B6,#137,,1
KFQAHH8-P8-L8-B6,#138,,<-- is not numeric
KFQAHH8-P8-L8-B6,#138,,1100
KFQAHH8-P8-L8-B6,#139,,<-- is not numeric
KFQAHH8-P8-L8-B6,#140,,<-- is not numeric
KFQAHH8-P8-L8-B6,#141,,<-- is not numeric
KFQAHH8-P8-L8-B6,#142,,<-- is not numeric
KFQAHH8-P8-L8-B6,#142,,200
KFQAHH8-P8-L8-B6,#143,,<-- is not numeric
KFQAHH8-P8-L8-B6,#143,,5000
KFQAHH8-P8-L8-B6,#144,,<-- is not numeric
KFQAHH8-P8-L8-B6,#144,,0.08
KFQAHH8-P8-L8-B6,#145,,<-- is not numeric
KFQAHH8-P8-L8-B6,#146,,<-- is not numeric
KFQAHH8-P8-L8-B6,#146,,5000
KFQAHH8-P8-L8-B6,#147,,<-- is not numeric
KFQAHH8-P8-L8-B6,#147,,0.08
KFQAHH8-P8-L8-B6,#148,,<-- is not numeric
KFQAHH8-P8-L8-B6,#149,,<-- is not numeric
KFQAHH8-P8-L8-B6,#150,,<-- is not numeric
KFQAHH8-P8-L8-B6,#151,,<-- is not numeric
KFQAHH8-P8-L8-B6,#152,,<-- is not numeric
KFQAHH8-P8-L8-B6,#153,,<-- is not numeric
KFQAHH8-P8-L8-B6,#154,,<-- is not numeric
KFQAHH8-P8-L8-B6,#155,,<-- is not numeric
KFQAHH8-P8-L8-B6,#156,,<-- is not numeric
KFQAHH8-P8-L8-B6,#157,,<-- is not numeric
KFQAHH8-P8-L8-B6,#158,,<-- is not numeric
KFQAHH8-P8-L8-B6,#159,,<-- is not numeric
KFQAHH8-P8-L8-B6,#160,,<-- is not numeric
KFQAHH8-P8-L8-B6,#160,,200
KFQAHH8-P8-L8-B6,#161,,<-- is not numeric
KFQAHH8-P8-L8-B6,#161,,6000
KFQAHH8-P8-L8-B6,#162,,<-- is not numeric
KFQAHH8-P8-L8-B6,#162,,0.1
KFQAHH8-P8-L8-B6,#163,,<-- is not numeric
KFQAHH8-P8-L8-B6,#164,,<-- is not numeric
KFQAHH8-P8-L8-B6,#165,,<-- is not numeric
KFQAHH8-P8-L8-B6,#166,,<-- is not numeric
KFQAHH8-P8-L8-B6,#167,,<-- is not numeric
KFQAHH8-P8-L8-B6,#168,,<-- is not numeric
KFQAHH8-P8-L8-B6,#169,,<-- is not numeric
KFQAHH8-P8-L8-B6,#170,,<-- is not numeric
KFQAHH8-P8-L8-B6,#171,,<-- is not numeric
KFQAHH8-P8-L8-B6,#172,,<-- is not numeric
KFQAHH8-P8-L8-B6,#173,,<-- is not numeric
KFQAHH8-P8-L8-B6,#174,,<-- is not numeric
KFQAHH8-P8-L8-B6,#175,,<-- is not numeric
KFQAHH8-P8-L8-B6,#176,,<-- is not numeric
KFQAHH8-P8-L8-B6,#177,,<-- is not numeric
KFQAHH8-P8-L8-B6,#178,,<-- is not numeric
KFQAHH8-P8-L8-B6,#179,,<-- is not numeric
KFQAHH8-P8-L8-B6,#180,,<-- is not numeric
KFQAHH8-P8-L8-B6,#180,,120
KFQAHH8-P8-L8-B6,#181,,<-- is not numeric
KFQAHH8-P8-L8-B6,#181,,3000
KFQAHH8-P8-L8-B6,#182,,<-- is not numeric
KFQAHH8-P8-L8-B6,#182,,0.08
KFQAHH8-P8-L8-B6,#183,,<-- is not numeric
KFQAHH8-P8-L8-B6,#184,,<-- is not numeric
KFQAHH8-P8-L8-B6,#184,,120
KFQAHH8-P8-L8-B6,#185,,<-- is not numeric
KFQAHH8-P8-L8-B6,#185,,2500
KFQAHH8-P8-L8-B6,#186,,<-- is not numeric
KFQAHH8-P8-L8-B6,#186,,0.1
KFQAHH8-P8-L8-B6,#187,,<-- is not numeric
KFQAHH8-P8-L8-B6,#188,,<-- is not numeric
KFQAHH8-P8-L8-B6,#188,,4000
KFQAHH8-P8-L8-B6,#189,,<-- is not numeric
KFQAHH8-P8-L8-B6,#189,,0.05
KFQAHH8-P8-L8-B6,#190,,<-- is not numeric
KFQAHH8-P8-L8-B6,#191,,<-- is not numeric
KFQAHH8-P8-L8-B6,#191,,160
KFQAHH8-P8-L8-B6,#192,,<-- is not numeric
KFQAHH8-P8-L8-B6,#192,,4000
KFQAHH8-P8-L8-B6,#193,,<-- is not numeric
KFQAHH8-P8-L8-B6,#193,,0.08
KFQAHH8-P8-L8-B6,#194,,<-- is not numeric
KFQAHH8-P8-L8-B6,#194,,1
KFQAHH8-P8-L8-B6,#195,,<-- is not numeric
KFQAHH8-P8-L8-B6,#196,,<-- is not numeric
KFQAHH8-P8-L8-B6,#196,,160
KFQAHH8-P8-L8-B6,#197,,<-- is not numeric
KFQAHH8-P8-L8-B6,#197,,4000
KFQAHH8-P8-L8-B6,#198,,<-- is not numeric
KFQAHH8-P8-L8-B6,#198,,0.05
KFQAHH8-P8-L8-B6,#199,,<-- is not numeric
KFQAHH8-P8-L8-B6,#199,,0.1
KFQAHH8-P8-L8-B6,#500,,<-- is not numeric
KFQAHH8-P8-L8-B6,#501,,<-- is not numeric
KFQAHH8-P8-L8-B6,#501,,3253
KFQAHH8-P8-L8-B6,#502,,<-- is not numeric
KFQAHH8-P8-L8-B6,#502,,8
KFQAHH8-P8-L8-B6,#503,,<-- is not numeric
KFQAHH8-P8-L8-B6,#504,,<-- is not numeric
KFQAHH8-P8-L8-B6,#505,,<-- is not numeric
KFQAHH8-P8-L8-B6,#506,,<-- is not numeric
KFQAHH8-P8-L8-B6,#507,,<-- is not numeric
KFQAHH8-P8-L8-B6,#508,,<-- is not numeric
KFQAHH8-P8-L8-B6,#509,,<-- is not numeric
KFQAHH8-P8-L8-B6,#510,,<-- is not numeric
KFQAHH8-P8-L8-B6,#511,,<-- is not numeric
KFQAHH8-P8-L8-B6,#512,,<-- is not numeric
KFQAHH8-P8-L8-B6,#513,,<-- is not numeric
KFQAHH8-P8-L8-B6,#513,,3253
KFQAHH8-P8-L8-B6,#514,,<-- is not numeric
KFQAHH8-P8-L8-B6,#515,,<-- is not numeric
KFQAMS8-P8-L8-B6,#100,,<-- is not numeric
KFQAMS8-P8-L8-B6,#100,,9
KFQAMS8-P8-L8-B6,#101,,<-- is not numeric
KFQAMS8-P8-L8-B6,#101,,1
KFQAMS8-P8-L8-B6,#102,,<-- is not numeric
KFQAMS8-P8-L8-B6,#102,,8
KFQAMS8-P8-L8-B6,#103,,<-- is not numeric
KFQAMS8-P8-L8-B6,#103,,8
KFQAMS8-P8-L8-B6,#104,,<-- is not numeric
KFQAMS8-P8-L8-B6,#104,,14
KFQAMS8-P8-L8-B6,#105,,<-- is not numeric
KFQAMS8-P8-L8-B6,#106,,<-- is not numeric
KFQAMS8-P8-L8-B6,#106,,1.5
KFQAMS8-P8-L8-B6,#107,,<-- is not numeric
KFQAMS8-P8-L8-B6,#108,,<-- is not numeric
KFQAMS8-P8-L8-B6,#109,,<-- is not numeric
KFQAMS8-P8-L8-B6,#109,,15
KFQAMS8-P8-L8-B6,#110,,<-- is not numeric
KFQAMS8-P8-L8-B6,#110,,4
KFQAMS8-P8-L8-B6,#111,,<-- is not numeric
KFQAMS8-P8-L8-B6,#112,,<-- is not numeric
KFQAMS8-P8-L8-B6,#112,,18
KFQAMS8-P8-L8-B6,#113,,<-- is not numeric
KFQAMS8-P8-L8-B6,#113,,0.15
KFQAMS8-P8-L8-B6,#114,,<-- is not numeric
KFQAMS8-P8-L8-B6,#115,,<-- is not numeric
KFQAMS8-P8-L8-B6,#116,,<-- is not numeric
KFQAMS8-P8-L8-B6,#116,,1.7
KFQAMS8-P8-L8-B6,#117,,<-- is not numeric
KFQAMS8-P8-L8-B6,#118,,<-- is not numeric
KFQAMS8-P8-L8-B6,#119,,<-- is not numeric
KFQAMS8-P8-L8-B6,#120,,<-- is not numeric
KFQAMS8-P8-L8-B6,#121,,<-- is not numeric
KFQAMS8-P8-L8-B6,#121,,1.6
KFQAMS8-P8-L8-B6,#122,,<-- is not numeric
KFQAMS8-P8-L8-B6,#122,,8
KFQAMS8-P8-L8-B6,#123,,<-- is not numeric
KFQAMS8-P8-L8-B6,#123,,4
KFQAMS8-P8-L8-B6,#124,,<-- is not numeric
KFQAMS8-P8-L8-B6,#124,,4
KFQAMS8-P8-L8-B6,#125,,<-- is not numeric
KFQAMS8-P8-L8-B6,#126,,<-- is not numeric
KFQAMS8-P8-L8-B6,#127,,<-- is not numeric
KFQAMS8-P8-L8-B6,#128,,<-- is not numeric
KFQAMS8-P8-L8-B6,#128,,100
KFQAMS8-P8-L8-B6,#129,,<-- is not numeric
KFQAMS8-P8-L8-B6,#129,,200
KFQAMS8-P8-L8-B6,#130,,<-- is not numeric
KFQAMS8-P8-L8-B6,#130,,305
KFQAMS8-P8-L8-B6,#131,,<-- is not numeric
KFQAMS8-P8-L8-B6,#131,,1
KFQAMS8-P8-L8-B6,#132,,<-- is not numeric
KFQAMS8-P8-L8-B6,#132,,1
KFQAMS8-P8-L8-B6,#133,,<-- is not numeric
KFQAMS8-P8-L8-B6,#133,,604
KFQAMS8-P8-L8-B6,#134,,<-- is not numeric
KFQAMS8-P8-L8-B6,#134,,701
KFQAMS8-P8-L8-B6,#135,,<-- is not numeric
KFQAMS8-P8-L8-B6,#135,,800
KFQAMS8-P8-L8-B6,#136,,<-- is not numeric
KFQAMS8-P8-L8-B6,#136,,908
KFQAMS8-P8-L8-B6,#137,,<-- is not numeric
KFQAMS8-P8-L8-B6,#137,,1
KFQAMS8-P8-L8-B6,#138,,<-- is not numeric
KFQAMS8-P8-L8-B6,#138,,1100
KFQAMS8-P8-L8-B6,#139,,<-- is not numeric
KFQAMS8-P8-L8-B6,#140,,<-- is not numeric
KFQAMS8-P8-L8-B6,#141,,<-- is not numeric
KFQAMS8-P8-L8-B6,#142,,<-- is not numeric
KFQAMS8-P8-L8-B6,#142,,200
KFQAMS8-P8-L8-B6,#143,,<-- is not numeric
KFQAMS8-P8-L8-B6,#143,,5000
KFQAMS8-P8-L8-B6,#144,,<-- is not numeric
KFQAMS8-P8-L8-B6,#144,,0.08
KFQAMS8-P8-L8-B6,#145,,<-- is not numeric
KFQAMS8-P8-L8-B6,#146,,<-- is not numeric
KFQAMS8-P8-L8-B6,#146,,5000
KFQAMS8-P8-L8-B6,#147,,<-- is not numeric
KFQAMS8-P8-L8-B6,#147,,0.08
KFQAMS8-P8-L8-B6,#148,,<-- is not numeric
KFQAMS8-P8-L8-B6,#149,,<-- is not numeric
KFQAMS8-P8-L8-B6,#150,,<-- is not numeric
KFQAMS8-P8-L8-B6,#151,,<-- is not numeric
KFQAMS8-P8-L8-B6,#152,,<-- is not numeric
KFQAMS8-P8-L8-B6,#153,,<-- is not numeric
KFQAMS8-P8-L8-B6,#154,,<-- is not numeric
KFQAMS8-P8-L8-B6,#155,,<-- is not numeric
KFQAMS8-P8-L8-B6,#156,,<-- is not numeric
KFQAMS8-P8-L8-B6,#157,,<-- is not numeric
KFQAMS8-P8-L8-B6,#158,,<-- is not numeric
KFQAMS8-P8-L8-B6,#159,,<-- is not numeric
KFQAMS8-P8-L8-B6,#160,,<-- is not numeric
KFQAMS8-P8-L8-B6,#160,,200
KFQAMS8-P8-L8-B6,#161,,<-- is not numeric
KFQAMS8-P8-L8-B6,#161,,6000
KFQAMS8-P8-L8-B6,#162,,<-- is not numeric
KFQAMS8-P8-L8-B6,#162,,0.1
KFQAMS8-P8-L8-B6,#163,,<-- is not numeric
KFQAMS8-P8-L8-B6,#164,,<-- is not numeric
KFQAMS8-P8-L8-B6,#165,,<-- is not numeric
KFQAMS8-P8-L8-B6,#166,,<-- is not numeric
KFQAMS8-P8-L8-B6,#167,,<-- is not numeric
KFQAMS8-P8-L8-B6,#168,,<-- is not numeric
KFQAMS8-P8-L8-B6,#169,,<-- is not numeric
KFQAMS8-P8-L8-B6,#170,,<-- is not numeric
KFQAMS8-P8-L8-B6,#171,,<-- is not numeric
KFQAMS8-P8-L8-B6,#172,,<-- is not numeric
KFQAMS8-P8-L8-B6,#173,,<-- is not numeric
KFQAMS8-P8-L8-B6,#174,,<-- is not numeric
KFQAMS8-P8-L8-B6,#175,,<-- is not numeric
KFQAMS8-P8-L8-B6,#176,,<-- is not numeric
KFQAMS8-P8-L8-B6,#177,,<-- is not numeric
KFQAMS8-P8-L8-B6,#178,,<-- is not numeric
KFQAMS8-P8-L8-B6,#179,,<-- is not numeric
KFQAMS8-P8-L8-B6,#180,,<-- is not numeric
KFQAMS8-P8-L8-B6,#180,,120
KFQAMS8-P8-L8-B6,#181,,<-- is not numeric
KFQAMS8-P8-L8-B6,#181,,3000
KFQAMS8-P8-L8-B6,#182,,<-- is not numeric
KFQAMS8-P8-L8-B6,#182,,0.08
KFQAMS8-P8-L8-B6,#183,,<-- is not numeric
KFQAMS8-P8-L8-B6,#184,,<-- is not numeric
KFQAMS8-P8-L8-B6,#184,,120
KFQAMS8-P8-L8-B6,#185,,<-- is not numeric
KFQAMS8-P8-L8-B6,#185,,2500
KFQAMS8-P8-L8-B6,#186,,<-- is not numeric
KFQAMS8-P8-L8-B6,#186,,0.1
KFQAMS8-P8-L8-B6,#187,,<-- is not numeric
KFQAMS8-P8-L8-B6,#188,,<-- is not numeric
KFQAMS8-P8-L8-B6,#188,,4000
KFQAMS8-P8-L8-B6,#189,,<-- is not numeric
KFQAMS8-P8-L8-B6,#189,,0.05
KFQAMS8-P8-L8-B6,#190,,<-- is not numeric
KFQAMS8-P8-L8-B6,#191,,<-- is not numeric
KFQAMS8-P8-L8-B6,#191,,160
KFQAMS8-P8-L8-B6,#192,,<-- is not numeric
KFQAMS8-P8-L8-B6,#192,,4000
KFQAMS8-P8-L8-B6,#193,,<-- is not numeric
KFQAMS8-P8-L8-B6,#193,,0.08
KFQAMS8-P8-L8-B6,#194,,<-- is not numeric
KFQAMS8-P8-L8-B6,#194,,1
KFQAMS8-P8-L8-B6,#195,,<-- is not numeric
KFQAMS8-P8-L8-B6,#196,,<-- is not numeric
KFQAMS8-P8-L8-B6,#196,,160
KFQAMS8-P8-L8-B6,#197,,<-- is not numeric
KFQAMS8-P8-L8-B6,#197,,4000
KFQAMS8-P8-L8-B6,#198,,<-- is not numeric
KFQAMS8-P8-L8-B6,#198,,0.05
KFQAMS8-P8-L8-B6,#199,,<-- is not numeric
KFQAMS8-P8-L8-B6,#199,,0.1
KFQAMS8-P8-L8-B6,#500,,<-- is not numeric
KFQAMS8-P8-L8-B6,#501,,<-- is not numeric
KFQAMS8-P8-L8-B6,#501,,3253
KFQAMS8-P8-L8-B6,#502,,<-- is not numeric
KFQAMS8-P8-L8-B6,#502,,8
KFQAMS8-P8-L8-B6,#503,,<-- is not numeric
KFQAMS8-P8-L8-B6,#504,,<-- is not numeric
KFQAMS8-P8-L8-B6,#505,,<-- is not numeric
KFQAMS8-P8-L8-B6,#506,,<-- is not numeric
KFQAMS8-P8-L8-B6,#507,,<-- is not numeric
KFQAMS8-P8-L8-B6,#508,,<-- is not numeric
KFQAMS8-P8-L8-B6,#509,,<-- is not numeric
KFQAMS8-P8-L8-B6,#510,,<-- is not numeric
KFQAMS8-P8-L8-B6,#511,,<-- is not numeric
KFQAMS8-P8-L8-B6,#512,,<-- is not numeric
KFQAMS8-P8-L8-B6,#513,,<-- is not numeric
KFQAMS8-P8-L8-B6,#513,,3253
KFQAMS8-P8-L8-B6,#514,,<-- is not numeric
KFQAMS8-P8-L8-B6,#515,,<-- is not numeric
KFQDBA6-P8-L8-B6,#100,,<-- is not numeric
KFQDBA6-P8-L8-B6,#100,,9
KFQDBA6-P8-L8-B6,#101,,<-- is not numeric
KFQDBA6-P8-L8-B6,#101,,1
KFQDBA6-P8-L8-B6,#102,,<-- is not numeric
KFQDBA6-P8-L8-B6,#102,,6
KFQDBA6-P8-L8-B6,#103,,<-- is not numeric
KFQDBA6-P8-L8-B6,#103,,8
KFQDBA6-P8-L8-B6,#104,,<-- is not numeric
KFQDBA6-P8-L8-B6,#104,,8
KFQDBA6-P8-L8-B6,#105,,<-- is not numeric
KFQDBA6-P8-L8-B6,#105,,6
KFQDBA6-P8-L8-B6,#106,,<-- is not numeric
KFQDBA6-P8-L8-B6,#106,,1
KFQDBA6-P8-L8-B6,#107,,<-- is not numeric
KFQDBA6-P8-L8-B6,#108,,<-- is not numeric
KFQDBA6-P8-L8-B6,#108,,1
KFQDBA6-P8-L8-B6,#109,,<-- is not numeric
KFQDBA6-P8-L8-B6,#109,,15
KFQDBA6-P8-L8-B6,#110,,<-- is not numeric
KFQDBA6-P8-L8-B6,#110,,4
KFQDBA6-P8-L8-B6,#111,,<-- is not numeric
KFQDBA6-P8-L8-B6,#111,,3
KFQDBA6-P8-L8-B6,#112,,<-- is not numeric
KFQDBA6-P8-L8-B6,#112,,18.3
KFQDBA6-P8-L8-B6,#113,,<-- is not numeric
KFQDBA6-P8-L8-B6,#113,,0.15
KFQDBA6-P8-L8-B6,#114,,<-- is not numeric
KFQDBA6-P8-L8-B6,#114,,0.13
KFQDBA6-P8-L8-B6,#115,,<-- is not numeric
KFQDBA6-P8-L8-B6,#115,,0.17
KFQDBA6-P8-L8-B6,#116,,<-- is not numeric
KFQDBA6-P8-L8-B6,#116,,1.7
KFQDBA6-P8-L8-B6,#117,,<-- is not numeric
KFQDBA6-P8-L8-B6,#118,,<-- is not numeric
KFQDBA6-P8-L8-B6,#119,,<-- is not numeric
KFQDBA6-P8-L8-B6,#120,,<-- is not numeric
KFQDBA6-P8-L8-B6,#120,,6.3062
KFQDBA6-P8-L8-B6,#121,,<-- is not numeric
KFQDBA6-P8-L8-B6,#121,,1.6
KFQDBA6-P8-L8-B6,#122,,<-- is not numeric
KFQDBA6-P8-L8-B6,#122,,8
KFQDBA6-P8-L8-B6,#123,,<-- is not numeric
KFQDBA6-P8-L8-B6,#123,,4
KFQDBA6-P8-L8-B6,#124,,<-- is not numeric
KFQDBA6-P8-L8-B6,#124,,4
KFQDBA6-P8-L8-B6,#125,,<-- is not numeric
KFQDBA6-P8-L8-B6,#125,,0.3
KFQDBA6-P8-L8-B6,#126,,<-- is not numeric
KFQDBA6-P8-L8-B6,#127,,<-- is not numeric
KFQDBA6-P8-L8-B6,#128,,<-- is not numeric
KFQDBA6-P8-L8-B6,#128,,100
KFQDBA6-P8-L8-B6,#129,,<-- is not numeric
KFQDBA6-P8-L8-B6,#129,,200
KFQDBA6-P8-L8-B6,#130,,<-- is not numeric
KFQDBA6-P8-L8-B6,#130,,300
KFQDBA6-P8-L8-B6,#131,,<-- is not numeric
KFQDBA6-P8-L8-B6,#131,,402
KFQDBA6-P8-L8-B6,#132,,<-- is not numeric
KFQDBA6-P8-L8-B6,#132,,501
